Comments,Score,Difficulty,Attendance,Would Take Again
"Not a horrible class but not the most interesting. He tries to connect with the students but usually fails horribly. A stickler for attendance and told kids to sit back down numerous times if they tried to leave. Concentrates more on negative aspects of modern living, not positive. I'm still not exactly sure what the course is supposed to be about.",2.5,2.0,,
good luck ,1.0,4.0, Not Mandatory,
Excellent prof. I wish all my profs were like him!,5.0,1.0,,
I only attended the class because I liked him as a person (and because my brainer friend made me). He had funny jokes and sounded like darth vader when he breathed - sometimes snorted. I couldn't understand a single thing because his voice was so deep though - I just went to Prep 101 and that's how I got by. Better than Milnes though for sure!!!!,1.5,4.0,,
"He's a joke. Doesn't teach properly. Uses random terms such as bus trip and bus trip return, unwrap that present, and like these two formulas are like cousins. Never attended class after first semester and attended the afternoon math class which was so much better. Don't take him at Kings or at Main, not worth your time.",1.0,1.0,,
Great professor!,5.0,1.0,,
"Doesn't plan lectures. Says things are a ""bus trip and return bus trip"". But overall he's a nice guy and pretty funny sometimes, and might not be a great teacher but he's still willing to help. No need to go to class though.",2.5,2.0,,
"He is quite possibly the worst prof ever. He talks about nothing, can't explain antiderivatives and all he says to explain things is ""it's like a bus trip and a bus trip return"". gee thanks for clearing that up mcphail! don't even bother asking him questions because he won't be able to hear you.I also can't handle his heavy breathing into the mike.",1.5,4.0,,
This guy shouldn't be teaching at all.  Doesn't plan his lectures at all.  Seems like he's been teaching so long that he doesn't even care/prepare for his classes anymore.  His monotone voice is guaranteed to put you to sleep.  AVOID AT ALL COSTS!,1.5,4.0,,
Complete son of a ****. Used to come to class **** and had no idea what he was teaching. I McPhailed his course too.,1.0,5.0,,
"I McPhailed his class, pun completely intended. I stopped going to class after my first day there and he coloured on his face with his marker. I laughed and everyone else was so lost in what he was trying to explain. He is excellent at circling things and drawing arrows. Im just glad his class gave me an extra hour to sleep in the morning.",1.0,5.0,,
"i agree with the previous comment. mcphail does explain things more clearly than other cs prof, because to understand the other ones, u must have a working knowledge of punjabi or chinese",1.0,5.0,,
"He explained things more clearly than any computer teacher I ever had.  Granted, he was not a barrell of laughs, but not everyone works on that level.",4.5,3.0,,
would maim in a second,1.0,3.0,,
"I picture him as the fat computer programmer with a screensaver that says ""countdown till the Olsen twins are legal"". He needs a life and a personality.",3.0,3.0,,
"This guys speaks in Java, I swear.",1.0,5.0,,
"I LOVE comp sci. I won awards in it in HS. But I'm sorry.. he pretty much kills it.  Also, he doesnt know C++ that well (though seems to be strong in java as he constantly throws it in druing our C++ class lectures :( ).  Has a habbit of colouring stuff.",2.5,2.0,,
"Great guy, great teacher. Don't listen to those saying he's boring, they only think so because they think compsci's boring in general, and if you think that way then most professors will seem boring to you. Always willing to help, explains things clearly.",5.0,2.0,,
"Excellent teacher! She speaks clearly, explains thoroughly, and invites questions happily. And of course, she has a very easy voice to listed to! If you're bored in her sparc assembler class, maybe you don't belong in CS?  ;)",5.0,4.0,,
She is very helpful and nice and generally lovable! (And it's funny that someone already mentioned her soothing voice...),5.0,2.0,,
A great professor,5.0,3.0,,
completely amazing professor.,5.0,3.0,,
"very good instructor, instresting to listen to, should continue to teach sparc assembly langauge",5.0,2.0,,
"great teacher if you can stay awake in her class. Her voice is so damn calming it puts me to sleep. other than that, tuff exams easy assignemnts. good teaching.",2.5,4.0,,
"Good teacher for teaching the material for her courses however her marking scheme's are the most screwed up thing ever. Only marking scheme I've ever seen, for a programming class, where the comments are worth more then whether your program worked.",3.5,4.0,,
Aija's great.  She has a great personality and is great with the material.  You'll like this class if you like learning SPARC assembly too!,5.0,3.0,,
She's a pretty good prof.  Funny and not usually boring (considering the subject matter),5.0,2.0,,
"This class is a joke, and have you noticed that she seems a lot like martha stewart?",3.0,1.0,,
Very good professor,5.0,3.0,,
"One of the best compsci teachers. Explains concepts clearly, draws lots of pictures, and obviously enjoys teaching.",5.0,2.0,,
She's the best.  Please let her teach CS350 again.,5.0,3.0,,
"Excellent course, Excellent Prof, Well organized, Well Structured.",5.0,3.0,,
"Fantastic teacher. If you have a choice between two class sections, take hers",5.0,2.0,,
excellent prof!,5.0,1.0,,
Boring as hell,2.5,3.0, Mandatory,
"Dr. Malecha set up a really good class. He only had a few graded assignments, but they had clear guides and material from class. While I wish we had more group discussion and other activities in addition, his lectures were really well done and I learned a lot.",4.0,3.0,, Yes
